id;text;item_group;validator;created_by;created_date;last_modified_by;last_modified_date;checklist_model_id
233;Connait –il les règles de base Qualité;Traitement des non-conformités (Qualité);ROLE_QUALITY_STAFF;;;;;10
234;Sait-il les autocontrôles à effectuer avant /après et pendant le process de fabrication;Enregistrement / Autocontrôle (Qualité);ROLE_QUALITY_STAFF;;;;;10
235;Sait-il les enregistrements à effectuer et avec quelle fréquence;Enregistrement / Autocontrôle (Qualité);ROLE_QUALITY_STAFF;;;;;10
236;Sait-il utiliser les outils de contrôle (Si applicable);Enregistrement / Autocontrôle (Qualité);ROLE_QUALITY_STAFF;;;;;10
237;Sait-il la signification des sigles de criticité sur l’instruction d’autocontrôle (Si applicable);Enregistrement / Autocontrôle (Qualité);ROLE_QUALITY_STAFF;;;;;10
238;Comprend il les conséquences internes & externe en cas de non-respect de l’instruction d’autocontrôle;Enregistrement / Autocontrôle (Qualité);ROLE_QUALITY_STAFF;;;;;10
239;Passe-t-il l’étude R&R avec succès (≥90% si applicable);Enregistrement / Autocontrôle (Qualité);ROLE_QUALITY_STAFF;;;;;10
240;Connait-il les éléments de sécurité de son poste;Sécurité (HSE);ROLE_HSE_STAFF;;;;;10
241;Sait-il les points à contrôler et avec quelle fréquence;Sécurité (HSE);ROLE_HSE_STAFF;;;;;10
242;Sait-il que doit-il faire si un équipement de sécurité ne fonctionne pas;Sécurité (HSE);ROLE_HSE_STAFF;;;;;10
243;Connaît-il les mesures de protection et de sécurité à prendre pour éviter les risques d’accidents;Sécurité (HSE);ROLE_HSE_STAFF;;;;;10
244;Respecte-il les règles de séparation des déchets (déchet chimique, carton,…);Environnement (HSE);ROLE_HSE_STAFF;;;;;10
245;Sait-il qu’il ne faut pas jeter des déchets ou des produits chimiques dans les réseaux d’eau;Environnement (HSE);ROLE_HSE_STAFF;;;;;10
246;Une fois terminé de l’utilisation d’un produit chimique, sait-il  le rendre à son armoire (sans risque de déversement);Environnement (HSE);ROLE_HSE_STAFF;;;;;10
247;Sait-il que nos indicateurs environnementaux sont : consommation d’eau, consommation d’énergie, génération des déchets et recyclage des déchets;Environnement (HSE);ROLE_HSE_STAFF;;;;;10
248;En cas de certification, est ce que la matrice de polyvalence a été mis à jour;Matrice de polyvalence (RH);ROLE_HR_STAFF;;;;;10
