id;status;start_date;expected_end_date;end_date;validated;created_by;created_date;last_modified_by;last_modified_date;assignment_id;level_id
391;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;391;769
392;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;392;836
393;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;393;789
394;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;394;780
395;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;395;781
396;Completed;2020-12-12;2020-12-12;2023-01-09;true;;;;;396;752
397;Completed;2020-12-12;2020-12-12;2023-01-09;true;;;;;397;839
398;Completed;2020-12-12;2020-12-12;2023-01-09;true;;;;;398;838
399;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;399;785
400;Completed;2020-12-12;2020-12-12;2023-01-09;true;;;;;400;764
401;Completed;2020-12-12;2020-12-12;2022-12-19;true;;;;;401;239
402;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;402;769
403;Completed;2020-12-12;2020-12-12;2022-12-26;true;;;;;403;946
404;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;404;780
405;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;405;781
406;Completed;2020-12-12;2020-12-12;2023-01-12;true;;;;;406;769
407;Completed;2020-12-12;2020-12-12;2023-01-18;true;;;;;407;837
408;Completed;2020-12-12;2020-12-12;2023-02-09;true;;;;;408;787
409;Completed;2020-12-12;2020-12-12;2023-03-01;true;;;;;409;922
410;Completed;2020-12-12;2020-12-12;2023-03-01;true;;;;;410;768
411;Completed;2020-12-12;2020-12-12;2023-03-01;true;;;;;411;767
412;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;412;795
413;Completed;2020-12-12;2020-12-12;2023-03-01;true;;;;;413;778
414;Completed;2020-12-12;2020-12-12;2023-02-09;true;;;;;414;29
415;Completed;2020-12-12;2020-12-12;2023-02-10;true;;;;;415;785
416;Completed;2020-12-12;2020-12-12;2023-02-10;true;;;;;416;791
417;Completed;2020-12-12;2020-12-12;2023-03-27;true;;;;;417;54
418;Completed;2020-12-12;2020-12-12;2023-02-23;true;;;;;418;839
419;Completed;2020-12-12;2020-12-12;2023-02-16;true;;;;;419;837
420;Completed;2020-12-12;2020-12-12;2023-03-27;true;;;;;420;31
421;Completed;2020-12-12;2020-12-12;2023-03-02;true;;;;;421;922
422;Completed;2020-12-12;2020-12-12;2023-02-08;true;;;;;422;57
423;Completed;2020-12-12;2020-12-12;2023-02-11;true;;;;;423;787
424;Completed;2020-12-12;2020-12-12;2023-02-11;true;;;;;424;784
425;Completed;2020-12-12;2020-12-12;2023-02-24;true;;;;;425;838
426;Completed;2020-12-12;2020-12-12;2023-02-11;true;;;;;426;770
427;Completed;2020-12-12;2020-12-12;2023-03-02;true;;;;;427;780
428;Completed;2020-12-12;2020-12-12;2023-03-02;true;;;;;428;781
429;Completed;2020-12-12;2020-12-12;2023-02-22;true;;;;;429;788
430;Completed;2020-12-12;2020-12-12;2023-02-22;true;;;;;430;784
431;Completed;2020-12-12;2020-12-12;2023-02-22;true;;;;;431;784
432;Completed;2020-12-12;2020-12-12;2023-03-08;true;;;;;432;784
433;Completed;2020-12-12;2020-12-12;2023-03-21;true;;;;;433;776
434;Completed;2020-12-12;2020-12-12;2023-03-14;true;;;;;434;838
435;Completed;2020-12-12;2020-12-12;2023-03-21;true;;;;;435;754
436;Completed;2020-12-12;2020-12-12;2023-02-28;true;;;;;436;38
437;Completed;2020-12-12;2020-12-12;2023-02-23;true;;;;;437;49
438;Completed;2020-12-12;2020-12-12;2023-03-29;true;;;;;438;764
439;Completed;2020-12-12;2020-12-12;2023-03-16;true;;;;;439;784
440;Completed;2020-12-12;2020-12-12;2023-03-29;true;;;;;440;957
441;Completed;2020-12-12;2020-12-12;2023-03-15;true;;;;;441;51
442;Completed;2020-12-12;2020-12-12;2023-04-05;true;;;;;442;799
443;Completed;2020-12-12;2020-12-12;2023-04-05;true;;;;;443;974
444;Completed;2020-12-12;2020-12-12;2023-03-23;true;;;;;444;46
445;Completed;2020-12-12;2020-12-12;2023-02-10;true;;;;;445;57
446;Completed;2020-12-12;2020-12-12;2023-02-22;true;;;;;446;208
447;Completed;2020-12-12;2020-12-12;2023-03-09;true;;;;;447;98
448;Completed;2020-12-12;2020-12-12;2023-03-23;true;;;;;448;219
449;Completed;2020-12-12;2020-12-12;2023-03-09;true;;;;;449;98
450;Completed;2020-12-12;2020-12-12;2023-03-23;true;;;;;450;184
451;Completed;2020-12-12;2020-12-12;2023-03-23;true;;;;;451;38
452;Completed;2020-12-12;2020-12-12;2023-04-20;true;;;;;452;974
453;Completed;2020-12-12;2020-12-12;2023-03-20;true;;;;;453;38
454;Completed;2020-12-12;2020-12-12;2023-03-30;true;;;;;454;31
455;Completed;2020-12-12;2020-12-12;2023-04-20;true;;;;;455;769
456;Completed;2020-12-12;2020-12-12;2023-03-30;true;;;;;456;31
457;Completed;2020-12-12;2020-12-12;2023-04-20;true;;;;;457;787
458;Completed;2020-12-12;2020-12-12;2023-04-12;true;;;;;458;14
459;Completed;2020-12-12;2020-12-12;2023-04-20;true;;;;;459;787
460;Completed;2020-12-12;2020-12-12;2023-05-03;true;;;;;460;840
461;Completed;2020-12-12;2020-12-12;2023-04-20;true;;;;;461;946
462;Completed;2020-12-12;2020-12-12;2023-04-12;true;;;;;462;101
463;Completed;2020-12-12;2020-12-12;2023-03-31;true;;;;;463;32
467;Completed;2020-12-12;2020-12-12;2022-12-04;true;;;;;467;839
468;Completed;2020-12-12;2020-12-12;2022-05-03;true;;;;;468;767
469;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;469;789
470;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;470;767
471;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;471;768
472;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;472;784
473;Completed;2020-12-12;2020-12-12;2023-04-20;true;;;;;473;787
474;Completed;2020-12-12;2020-12-12;2023-04-20;true;;;;;474;787
475;Completed;2020-12-12;2020-12-12;2023-04-20;true;;;;;475;946
476;Completed;2020-12-12;2020-12-12;2023-04-12;true;;;;;476;101
477;Completed;2020-12-12;2020-12-12;2023-04-12;true;;;;;477;102
478;Completed;2020-12-12;2020-12-12;2023-03-05;true;;;;;478;752
479;Completed;2020-12-12;2020-12-12;2022-10-11;true;;;;;479;784
480;Completed;2020-12-12;2020-12-12;2023-01-03;true;;;;;480;780
481;Completed;2020-12-12;2020-12-12;2023-01-03;true;;;;;481;781
482;Completed;2020-12-12;2020-12-12;2023-03-28;true;;;;;482;780
483;Completed;2020-12-12;2020-12-12;2023-03-28;true;;;;;483;781
484;Completed;2020-12-12;2020-12-12;2023-01-24;true;;;;;484;784
485;Completed;2020-12-12;2020-12-12;2023-03-23;true;;;;;485;784
486;Completed;2020-12-12;2020-12-12;2023-03-16;true;;;;;486;787
487;Completed;2020-12-12;2020-12-12;2023-12-03;true;;;;;487;778
488;Completed;2020-12-12;2020-12-12;2023-05-04;true;;;;;488;772
489;Completed;2020-12-12;2020-12-12;2023-10-05;true;;;;;489;768
490;Completed;2020-12-12;2020-12-12;2023-04-26;true;;;;;490;838
491;Completed;2020-12-12;2020-12-12;2023-10-05;true;;;;;491;767
492;Completed;2020-12-12;2020-12-12;2023-10-05;true;;;;;492;767
493;Completed;2020-12-12;2020-12-12;2023-03-03;true;;;;;493;974
494;Completed;2020-12-12;2020-12-12;2023-03-03;true;;;;;494;799
495;Completed;2020-12-12;2020-12-12;2023-09-02;true;;;;;495;784
496;Completed;2020-12-12;2020-12-12;2023-10-05;true;;;;;496;768
497;Completed;2020-12-12;2020-12-12;2023-10-05;true;;;;;497;767
498;Completed;2020-12-12;2020-12-12;2023-03-23;true;;;;;498;746
499;Completed;2020-12-12;2020-12-12;2022-11-29;true;;;;;499;747
500;Completed;2020-12-12;2020-12-12;2023-07-03;true;;;;;500;748
501;Completed;2020-12-12;2020-12-12;2023-08-05;true;;;;;501;11
502;Completed;2020-12-12;2020-12-12;2023-03-23;true;;;;;502;747
503;Completed;2020-12-12;2020-12-12;2023-03-23;true;;;;;503;748
504;Completed;2020-12-12;2020-12-12;2023-03-23;true;;;;;504;749
505;Completed;2020-12-12;2020-12-12;2023-05-22;true;;;;;505;8
506;Completed;2020-12-12;2020-12-12;2021-10-08;true;;;;;506;773
507;Completed;2020-12-12;2020-12-12;2023-05-22;true;;;;;507;9
508;Completed;2020-12-12;2020-12-12;2023-05-22;true;;;;;508;10
509;Completed;2020-12-12;2020-12-12;2023-05-22;true;;;;;509;11
510;Completed;2020-12-12;2020-12-12;2023-06-13;true;;;;;510;8
511;Completed;2020-12-12;2020-12-12;2023-06-13;true;;;;;511;9
512;Completed;2020-12-12;2020-12-12;2023-06-13;true;;;;;512;10
513;Completed;2020-12-12;2020-12-12;2023-05-09;true;;;;;513;746
514;Completed;2020-12-12;2020-12-12;2023-05-09;true;;;;;514;747
515;Completed;2020-12-12;2020-12-12;2023-05-09;true;;;;;515;748
516;Completed;2020-12-12;2020-12-12;2023-05-23;true;;;;;516;12
517;Completed;2020-12-12;2020-12-12;2023-06-13;true;;;;;517;750
518;Completed;2020-12-12;2020-12-12;2023-03-01;true;;;;;518;767
519;Completed;2020-12-12;2020-12-12;2021-10-22;true;;;;;519;746
520;Completed;2020-12-12;2020-12-12;2021-10-22;true;;;;;520;747
521;Completed;2020-12-12;2020-12-12;2021-10-22;true;;;;;521;748
522;Completed;2020-12-12;2020-12-12;2021-10-22;true;;;;;522;749
523;Completed;2020-12-12;2020-12-12;2021-12-02;true;;;;;523;746
524;Completed;2020-12-12;2020-12-12;2021-12-02;true;;;;;524;747
525;Completed;2020-12-12;2020-12-12;2021-12-02;true;;;;;525;748
526;Completed;2020-12-12;2020-12-12;2021-12-02;true;;;;;526;749
527;Completed;2020-12-12;2020-12-12;2022-06-06;true;;;;;527;8
528;Completed;2020-12-12;2020-12-12;2022-06-06;true;;;;;528;9
529;Completed;2020-12-12;2020-12-12;2022-06-06;true;;;;;529;10
530;Completed;2020-12-12;2020-12-12;2022-04-30;true;;;;;530;746
531;Completed;2020-12-12;2020-12-12;2022-04-30;true;;;;;531;747
532;Completed;2020-12-12;2020-12-12;2022-04-30;true;;;;;532;748
533;Completed;2020-12-12;2020-12-12;2022-04-30;true;;;;;533;749
534;Completed;2020-12-12;2020-12-12;2022-05-10;true;;;;;534;746
535;Completed;2020-12-12;2020-12-12;2022-05-10;true;;;;;535;747
536;Completed;2020-12-12;2020-12-12;2022-05-10;true;;;;;536;748
537;Completed;2020-12-12;2020-12-12;2019-11-05;true;;;;;537;8
538;Completed;2020-12-12;2020-12-12;2019-11-05;true;;;;;538;9
539;Completed;2020-12-12;2020-12-12;2019-11-05;true;;;;;539;10
540;Completed;2020-12-12;2020-12-12;2019-11-05;true;;;;;540;11
541;Completed;2020-12-12;2020-12-12;2023-01-24;true;;;;;541;8
542;Completed;2020-12-12;2020-12-12;2023-01-24;true;;;;;542;9
543;Completed;2020-12-12;2020-12-12;2023-01-24;true;;;;;543;10
544;Completed;2020-12-12;2020-12-12;2023-01-24;true;;;;;544;11
545;Completed;2020-12-12;2020-12-12;2023-03-15;true;;;;;545;746
546;Completed;2020-12-12;2020-12-12;2023-03-15;true;;;;;546;747
547;Completed;2020-12-12;2020-12-12;2023-03-15;true;;;;;547;748
548;Completed;2020-12-12;2020-12-12;2023-03-15;true;;;;;548;749
549;Completed;2020-12-12;2020-12-12;2023-03-15;true;;;;;549;746
550;Completed;2020-12-12;2020-12-12;2023-03-15;true;;;;;550;747
551;Completed;2020-12-12;2020-12-12;2023-03-15;true;;;;;551;748
552;Completed;2020-12-12;2020-12-12;2023-03-15;true;;;;;552;749
553;Completed;2020-12-12;2020-12-12;2023-06-13;true;;;;;553;8
554;Completed;2020-12-12;2020-12-12;2023-06-13;true;;;;;554;9
555;Completed;2020-12-12;2020-12-12;2023-06-13;true;;;;;555;10
556;Completed;2020-12-12;2020-12-12;2023-04-17;true;;;;;556;8
557;Completed;2020-12-12;2020-12-12;2023-04-17;true;;;;;557;9
558;Completed;2020-12-12;2020-12-12;2023-04-17;true;;;;;558;10
559;Completed;2020-12-12;2020-12-12;2023-04-17;true;;;;;559;11
560;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;560;739
561;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;561;745
565;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;565;740
566;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;566;741
567;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;567;743
568;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;568;744
569;Completed;2020-12-12;2020-12-12;2023-01-02;true;;;;;569;745
570;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;570;740
573;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;573;741
574;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;574;742
575;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;575;743
576;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;576;744
577;Completed;2020-12-12;2020-12-12;2023-02-10;true;;;;;577;745
578;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;578;745
579;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;579;739
580;Completed;2020-12-12;2020-12-12;2022-01-23;true;;;;;580;739
581;Completed;2020-12-12;2020-12-12;2022-07-15;true;;;;;581;7
583;Completed;2020-12-12;2020-12-12;2023-03-28;true;;;;;583;743
584;Completed;2020-12-12;2020-12-12;2023-03-28;true;;;;;584;744
585;Completed;2020-12-12;2020-12-12;2022-05-05;true;;;;;585;739
586;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;586;745
587;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;587;740
588;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;588;741
589;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;589;743
590;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;590;744
591;Completed;2020-12-12;2020-12-12;2023-03-28;true;;;;;591;743
592;Completed;2020-12-12;2020-12-12;2023-03-28;true;;;;;592;744
593;Completed;2020-12-12;2020-12-12;2022-06-21;true;;;;;593;743
594;Completed;2020-12-12;2020-12-12;2022-06-21;true;;;;;594;744
595;Completed;2020-12-12;2020-12-12;2022-12-08;true;;;;;595;743
596;Completed;2020-12-12;2020-12-12;2022-12-08;true;;;;;596;744
597;Completed;2020-12-12;2020-12-12;2022-10-28;true;;;;;597;743
598;Completed;2020-12-12;2020-12-12;2022-10-28;true;;;;;598;744
599;Completed;2020-12-12;2020-12-12;2023-02-27;true;;;;;599;745
600;Completed;2020-12-12;2020-12-12;2021-11-15;true;;;;;600;745
601;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;601;739
602;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;602;739
603;Completed;2020-12-12;2020-12-12;2021-12-14;true;;;;;603;740
604;Completed;2020-12-12;2020-12-12;2021-12-14;true;;;;;604;741
605;Completed;2020-12-12;2020-12-12;2021-12-14;true;;;;;605;743
606;Completed;2020-12-12;2020-12-12;2021-12-14;true;;;;;606;744
607;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;607;740
608;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;608;740
609;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;609;741
610;Completed;2020-12-12;2020-12-12;2021-11-10;true;;;;;610;742
611;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;611;743
612;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;612;744
613;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;613;745
614;Completed;2020-12-12;2020-12-12;2023-02-09;true;;;;;614;745
615;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;615;739
616;Completed;2020-12-12;2020-12-12;2022-07-10;true;;;;;616;739
617;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;617;740
618;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;618;741
619;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;619;743
620;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;620;744
621;Completed;2020-12-12;2020-12-12;2022-12-08;true;;;;;621;743
622;Completed;2020-12-12;2020-12-12;2022-12-08;true;;;;;622;744
623;Completed;2020-12-12;2020-12-12;2022-06-30;true;;;;;623;739
624;Completed;2020-12-12;2020-12-12;2022-06-13;true;;;;;624;740
625;Completed;2020-12-12;2020-12-12;2022-06-13;true;;;;;625;741
626;Completed;2020-12-12;2020-12-12;2022-02-28;true;;;;;626;743
627;Completed;2020-12-12;2020-12-12;2022-02-28;true;;;;;627;744
628;Completed;2020-12-12;2020-12-12;2023-02-02;true;;;;;628;4
629;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;629;739
630;Completed;2020-12-12;2020-12-12;2021-10-27;true;;;;;630;739
