id;level;order_number;training_duration;recycling_period;process_id;checklist_model_id
1756;C2;4;P1W;P1W;34;2
1757;C2;4;P1W;P1W;35;2
1758;C2;4;P1W;P1W;36;2
1759;C2;4;P1W;P1W;37;2
1760;C2;4;P1W;P1W;38;2
1761;C2;4;P1W;P1W;39;2
1762;C2;4;P1W;P1W;40;2
1763;C2;4;P1W;P1W;41;2
1764;C2;4;P1W;P1W;42;2
1765;C2;4;P1W;P1W;43;2
1766;C2;4;P1W;P1W;44;2
1767;C2;4;P1W;P1W;45;2
1768;C2;4;P1W;P1W;46;2
1769;C2;4;P1W;P1W;47;2
1770;C2;4;P1W;P1W;48;2
1771;C2;4;P1W;P1W;49;2
1772;C2;4;P1W;P1W;50;2
1773;C2;4;P1W;P1W;51;2
1774;C2;4;P1W;P1W;52;2
1775;C2;4;P1W;P1W;53;2
1776;C2;4;P1W;P1W;54;2
1777;C2;4;P1W;P1W;55;2
1778;C2;4;P1W;P1W;56;2
1779;C2;4;P1W;P1W;57;2
1780;C2;4;P1W;P1W;58;2
1782;C2;4;P1W;P1W;60;2
1783;C2;4;P1W;P1W;61;2
1784;C2;4;P1W;P1W;62;2
1785;C2;4;P1W;P1W;63;2
1786;C2;4;P1W;P1W;64;2
1787;C2;4;P1W;P1W;65;2
1788;C2;4;P1W;P1W;66;2
1789;C2;4;P1W;P1W;67;2
1790;C2;4;P1W;P1W;68;2
1791;C2;4;P1W;P1W;69;2
1792;C2;4;P1W;P1W;70;2
1793;C2;4;P1W;P1W;71;2
1794;C2;4;P1W;P1W;72;2
1795;C2;4;P1W;P1W;73;2
1796;C2;4;P1W;P1W;74;2
1797;C2;4;P1W;P1W;75;2
1798;C2;4;P1W;P1W;76;2
1799;C2;4;P1W;P1W;77;2
1800;C2;4;P1W;P1W;78;2
1801;C2;4;P1W;P1W;79;2
1802;C2;4;P1W;P1W;80;2
1803;C2;4;P1W;P1W;81;2
1804;C2;4;P1W;P1W;82;2
1805;C2;4;P1W;P1W;83;2
1806;C2;4;P1W;P1W;84;2
1807;C2;4;P1W;P1W;85;2
1808;C2;4;P1W;P1W;86;2
1809;C2;4;P1W;P1W;87;2
1810;C2;4;P1W;P1W;88;2
1811;C2;4;P1W;P1W;89;2
1812;C2;4;P1W;P1W;90;2
1813;C2;4;P1W;P1W;91;2
1814;C2;4;P1W;P1W;92;2
1815;C2;4;P1W;P1W;93;2
1816;C2;4;P1W;P1W;94;2
1817;C2;4;P1W;P1W;95;2
1818;C2;4;P1W;P1W;96;2
1819;C2;4;P1W;P1W;97;2
1820;C2;4;P1W;P1W;98;2
1821;C2;4;P1W;P1W;99;2
1822;C2;4;P1W;P1W;100;2
1823;C2;4;P1W;P1W;101;2
1824;C2;4;P1W;P1W;102;2
1825;C2;4;P1W;P1W;103;2
1826;C2;4;P1W;P1W;104;2
1827;C2;4;P1W;P1W;105;2
1828;C2;4;P1W;P1W;106;2
1829;C2;4;P1W;P1W;107;2
1830;C2;4;P1W;P1W;108;2
1831;C2;4;P1W;P1W;109;2
1832;C2;4;P1W;P1W;110;2
1833;C2;4;P1W;P1W;111;2
1834;C2;4;P1W;P1W;112;2
1835;C2;4;P1W;P1W;113;2
1836;C2;4;P1W;P1W;114;2
1837;C2;4;P1W;P1W;115;2
1838;C2;4;P1W;P1W;116;2
1839;C2;4;P1W;P1W;117;2
1840;C2;4;P1W;P1W;118;2
1841;C2;4;P1W;P1W;119;2
1842;C2;4;P1W;P1W;120;2
1843;C2;4;P1W;P1W;121;2
1844;C2;4;P1W;P1W;122;2
1845;C2;4;P1W;P1W;123;2
1846;C2;4;P1W;P1W;124;2
1847;C2;4;P1W;P1W;125;2
1848;C2;4;P1W;P1W;126;2
1849;C2;4;P1W;P1W;127;2
1850;C2;4;P1W;P1W;128;2
1851;C2;4;P1W;P1W;129;2
1852;C2;4;P1W;P1W;130;2
1853;C2;4;P1W;P1W;131;2
1854;C2;4;P1W;P1W;132;2
1855;C2;4;P1W;P1W;133;2
1856;C2;4;P1W;P1W;134;2
1857;C2;4;P1W;P1W;135;2
1858;C2;4;P1W;P1W;136;2
1859;C2;4;P1W;P1W;137;2
1860;C2;4;P1W;P1W;138;2
1861;C2;4;P1W;P1W;139;2
1862;C2;4;P1W;P1W;140;2
1863;C2;4;P1W;P1W;141;2
1864;C2;4;P1W;P1W;142;2
1865;C2;4;P1W;P1W;143;2
1866;C2;4;P1W;P1W;144;2
1867;C2;4;P1W;P1W;145;2
1868;C2;4;P1W;P1W;146;2
1869;C2;4;P1W;P1W;147;2
1870;C2;4;P1W;P1W;148;2
1871;C2;4;P1W;P1W;149;2
1872;C2;4;P1W;P1W;150;2
1873;C2;4;P1W;P1W;151;2
1874;C2;4;P1W;P1W;152;2
1875;C2;4;P1W;P1W;153;2
1876;C2;4;P1W;P1W;154;2
1877;C2;4;P1W;P1W;155;2
1878;C2;4;P1W;P1W;156;2
1879;C2;4;P1W;P1W;157;2
1880;C2;4;P1W;P1W;158;2
1881;C2;4;P1W;P1W;159;2
1882;C2;4;P1W;P1W;160;2
1883;C2;4;P1W;P1W;161;2
1884;C2;4;P1W;P1W;162;2
1885;C2;4;P1W;P1W;163;2
1886;C2;4;P1W;P1W;164;2
1887;C2;4;P1W;P1W;165;2
1888;C2;4;P1W;P1W;166;2
1889;C2;4;P1W;P1W;167;2
1890;C2;4;P1W;P1W;168;2
1891;C2;4;P1W;P1W;169;2
1892;C2;4;P1W;P1W;170;2
1893;C2;4;P1W;P1W;171;2
1894;C2;4;P1W;P1W;172;2
1895;C2;4;P1W;P1W;173;2
1896;C2;4;P1W;P1W;174;2
1897;C2;4;P1W;P1W;175;2
1898;C2;4;P1W;P1W;176;2
1899;C2;4;P1W;P1W;177;2
1900;C2;4;P1W;P1W;178;2
1901;C2;4;P1W;P1W;179;2
1902;C2;4;P1W;P1W;180;2
1903;C2;4;P1W;P1W;181;2
1904;C2;4;P1W;P1W;182;2
1905;C2;4;P1W;P1W;183;2
1906;C2;4;P1W;P1W;184;2
1907;C2;4;P1W;P1W;185;2
1908;C2;4;P1W;P1W;186;2
1909;C2;4;P1W;P1W;187;2
1910;C2;4;P1W;P1W;188;2
1911;C2;4;P1W;P1W;189;2
1912;C2;4;P1W;P1W;190;2
1913;C2;4;P1W;P1W;191;2
1914;C2;4;P1W;P1W;192;2
1915;C2;4;P1W;P1W;193;2
1916;C2;4;P1W;P1W;194;2
1917;C2;4;P1W;P1W;195;2
1918;C2;4;P1W;P1W;196;2
1919;C2;4;P1W;P1W;197;2
1920;C2;4;P1W;P1W;198;2
1921;C2;4;P1W;P1W;199;2
1922;C2;4;P1W;P1W;200;2
1923;C2;4;P1W;P1W;201;2
1924;C2;4;P1W;P1W;202;2
1925;C2;4;P1W;P1W;203;2
1926;C2;4;P1W;P1W;204;2
1927;C2;4;P1W;P1W;205;2
1928;C2;4;P1W;P1W;206;2
1929;C2;4;P1W;P1W;207;2
1930;C2;4;P1W;P1W;208;2
1931;C2;4;P1W;P1W;209;2
1932;C2;4;P1W;P1W;210;2
1933;C2;4;P1W;P1W;211;2
1934;C2;4;P1W;P1W;212;2
1935;C2;4;P1W;P1W;213;2
1936;C2;4;P1W;P1W;214;2
1937;C2;4;P1W;P1W;215;2
1938;C2;4;P1W;P1W;216;2
1939;C2;4;P1W;P1W;217;2
1940;C2;4;P1W;P1W;218;2
1941;C2;4;P1W;P1W;219;2
1942;C2;4;P1W;P1W;220;2
1943;C2;4;P1W;P1W;221;2
1944;C2;4;P1W;P1W;222;2
1945;C2;4;P1W;P1W;223;2
1946;C2;4;P1W;P1W;224;2
1947;C2;4;P1W;P1W;225;2
1948;C2;4;P1W;P1W;226;2
1949;C2;4;P1W;P1W;227;2
1950;C2;4;P1W;P1W;228;2
1951;C2;4;P1W;P1W;229;2
1952;C2;4;P1W;P1W;230;2
1953;C2;4;P1W;P1W;231;2
1954;C2;4;P1W;P1W;232;2
1955;C2;4;P1W;P1W;233;2
1956;C2;4;P1W;P1W;234;2
1957;C2;4;P1W;P1W;235;2
1958;C2;4;P1W;P1W;236;2
1959;C2;4;P1W;P1W;237;2
1960;C2;4;P1W;P1W;238;2
1961;C2;4;P1W;P1W;239;2
1962;C2;4;P1W;P1W;240;2
1963;C2;4;P1W;P1W;241;2
1964;C2;4;P1W;P1W;242;2
1965;C2;4;P1W;P1W;243;2
1966;C2;4;P1W;P1W;244;2
1967;C2;4;P1W;P1W;245;2
1968;C2;4;P1W;P1W;246;2
3691;D;5;P18W;P1W;1;5
3692;D;5;P18W;P1W;2;5
3693;D;5;P18W;P1W;3;5
3694;D;5;P18W;P1W;4;5
3695;D;5;P18W;P1W;5;5
3696;D;5;P18W;P1W;6;5
3697;D;5;P18W;P1W;7;5
3698;D;5;P18W;P1W;8;5
3699;D;5;P18W;P1W;9;5
3700;D;5;P18W;P1W;10;5
3701;D;5;P18W;P1W;11;5
3702;D;5;P18W;P1W;12;5
3703;D;5;P18W;P1W;13;5
3704;D;5;P18W;P1W;14;5
3705;D;5;P18W;P1W;15;5
3706;D;5;P18W;P1W;16;5
3707;D;5;P18W;P1W;17;5
3708;D;5;P18W;P1W;18;5
3709;D;5;P18W;P1W;19;5
3710;D;5;P18W;P1W;20;5
3711;D;5;P18W;P1W;21;5
3712;D;5;P18W;P1W;22;5
3713;D;5;P18W;P1W;23;5
3714;D;5;P18W;P1W;24;5
3715;D;5;P18W;P1W;25;5
3716;D;5;P18W;P1W;26;5
3717;D;5;P18W;P1W;27;5
3718;D;5;P18W;P1W;28;5
3719;D;5;P18W;P1W;29;5
3720;D;5;P18W;P1W;30;5
3721;D;5;P18W;P1W;31;5
3722;D;5;P18W;P1W;32;5
3723;D;5;P18W;P1W;33;5
3724;D;5;P18W;P1W;34;5
3725;D;5;P18W;P1W;35;5
3726;D;5;P18W;P1W;36;5
3727;D;5;P18W;P1W;37;5
3728;D;5;P18W;P1W;38;5
3729;D;5;P18W;P1W;39;5
3730;D;5;P18W;P1W;40;5
3731;D;5;P18W;P1W;41;5
3732;D;5;P18W;P1W;42;5
3733;D;5;P18W;P1W;43;5
3734;D;5;P18W;P1W;44;5
3735;D;5;P18W;P1W;45;5
3736;D;5;P18W;P1W;46;5
3737;D;5;P18W;P1W;47;5
3738;D;5;P18W;P1W;48;5
3739;D;5;P18W;P1W;49;5
3740;D;5;P18W;P1W;50;5
3741;D;5;P18W;P1W;51;5
3742;D;5;P18W;P1W;52;5
3743;D;5;P18W;P1W;53;5
3744;D;5;P18W;P1W;54;5
3745;D;5;P18W;P1W;55;5
3746;D;5;P18W;P1W;56;5
3747;D;5;P18W;P1W;57;5
3748;D;5;P18W;P1W;58;5
3749;D;5;P18W;P1W;59;5
3750;D;5;P18W;P1W;60;5
3751;D;5;P18W;P1W;61;5
3752;D;5;P18W;P1W;62;5
3753;D;5;P18W;P1W;63;5
3754;D;5;P18W;P1W;64;5
3755;D;5;P18W;P1W;65;5
3756;D;5;P18W;P1W;66;5
3757;D;5;P18W;P1W;67;5
3758;D;5;P18W;P1W;68;5
3759;D;5;P18W;P1W;69;5
3760;D;5;P18W;P1W;70;5
3761;D;5;P18W;P1W;71;5
3762;D;5;P18W;P1W;72;5
3763;D;5;P18W;P1W;73;5
3764;D;5;P18W;P1W;74;5
3765;D;5;P18W;P1W;75;5
3766;D;5;P18W;P1W;76;5
3767;D;5;P18W;P1W;77;5
3768;D;5;P18W;P1W;78;5
3769;D;5;P18W;P1W;79;5
3770;D;5;P18W;P1W;80;5
3771;D;5;P18W;P1W;81;5
3772;D;5;P18W;P1W;82;5
3773;D;5;P18W;P1W;83;5
3774;D;5;P18W;P1W;84;5
3775;D;5;P18W;P1W;85;5
3776;D;5;P18W;P1W;86;5
3777;D;5;P18W;P1W;87;5
3778;D;5;P18W;P1W;88;5
3779;D;5;P18W;P1W;89;5
3780;D;5;P18W;P1W;90;5
3781;D;5;P18W;P1W;91;5
3782;D;5;P18W;P1W;92;5
3783;D;5;P18W;P1W;93;5
3784;D;5;P18W;P1W;94;5
3785;D;5;P18W;P1W;95;5
3786;D;5;P18W;P1W;96;5
3787;D;5;P18W;P1W;97;5
3788;D;5;P18W;P1W;98;5
3789;D;5;P18W;P1W;99;5
3790;D;5;P18W;P1W;100;5
3791;D;5;P18W;P1W;101;5
3792;D;5;P18W;P1W;102;5
3793;D;5;P18W;P1W;103;5
3794;D;5;P18W;P1W;104;5
3795;D;5;P18W;P1W;105;5
3796;D;5;P18W;P1W;106;5
3797;D;5;P18W;P1W;107;5
3798;D;5;P18W;P1W;108;5
3799;D;5;P18W;P1W;109;5
3800;D;5;P18W;P1W;110;5
3801;D;5;P18W;P1W;111;5
3802;D;5;P18W;P1W;112;5
3803;D;5;P18W;P1W;113;5
3804;D;5;P18W;P1W;114;5
3805;D;5;P18W;P1W;115;5
3806;D;5;P18W;P1W;116;5
3807;D;5;P18W;P1W;117;5
3808;D;5;P18W;P1W;118;5
3809;D;5;P18W;P1W;119;5
3810;D;5;P18W;P1W;120;5
3811;D;5;P18W;P1W;121;5
3812;D;5;P18W;P1W;122;5
3813;D;5;P18W;P1W;123;5
3814;D;5;P18W;P1W;124;5
3815;D;5;P18W;P1W;125;5
3816;D;5;P18W;P1W;126;5
3817;D;5;P18W;P1W;127;5
3818;D;5;P18W;P1W;128;5
3819;D;5;P18W;P1W;129;5
3820;D;5;P18W;P1W;130;5
3821;D;5;P18W;P1W;131;5
3822;D;5;P18W;P1W;132;5
3823;D;5;P18W;P1W;133;5
3824;D;5;P18W;P1W;134;5
3825;D;5;P18W;P1W;135;5
3826;D;5;P18W;P1W;136;5
3827;D;5;P18W;P1W;137;5
3828;D;5;P18W;P1W;138;5
3829;D;5;P18W;P1W;139;5
3830;D;5;P18W;P1W;140;5
3831;D;5;P18W;P1W;141;5
3832;D;5;P18W;P1W;142;5
3833;D;5;P18W;P1W;143;5
3834;D;5;P18W;P1W;144;5
3835;D;5;P18W;P1W;145;5
3836;D;5;P18W;P1W;146;5
3837;D;5;P18W;P1W;147;5
3838;D;5;P18W;P1W;148;5
3839;D;5;P18W;P1W;149;5
3840;D;5;P18W;P1W;150;5
3841;D;5;P18W;P1W;151;5
3842;D;5;P18W;P1W;152;5
3843;D;5;P18W;P1W;153;5
3844;D;5;P18W;P1W;154;5
3845;D;5;P18W;P1W;155;5
3846;D;5;P18W;P1W;156;5
3847;D;5;P18W;P1W;157;5
3848;D;5;P18W;P1W;158;5
3849;D;5;P18W;P1W;159;5
3850;D;5;P18W;P1W;160;5
3851;D;5;P18W;P1W;161;5
3852;D;5;P18W;P1W;162;5
3853;D;5;P18W;P1W;163;5
3854;D;5;P18W;P1W;164;5
3855;D;5;P18W;P1W;165;5
3856;D;5;P18W;P1W;166;5
3857;D;5;P18W;P1W;167;5
3858;D;5;P18W;P1W;168;5
3859;D;5;P18W;P1W;169;5
3860;D;5;P18W;P1W;170;5
3861;D;5;P18W;P1W;171;5
3862;D;5;P18W;P1W;172;5
3863;D;5;P18W;P1W;173;5
3864;D;5;P18W;P1W;174;5
3865;D;5;P18W;P1W;175;5
3866;D;5;P18W;P1W;176;5
3867;D;5;P18W;P1W;177;5
3868;D;5;P18W;P1W;178;5
3869;D;5;P18W;P1W;179;5
3870;D;5;P18W;P1W;180;5
3871;D;5;P18W;P1W;181;5
3872;D;5;P18W;P1W;182;5
3873;D;5;P18W;P1W;183;5
3874;D;5;P18W;P1W;184;5
3875;D;5;P18W;P1W;185;5
3876;D;5;P18W;P1W;186;5
3877;D;5;P18W;P1W;187;5
3878;D;5;P18W;P1W;188;5
3879;D;5;P18W;P1W;189;5
3880;D;5;P18W;P1W;190;5
3881;D;5;P18W;P1W;191;5
3882;D;5;P18W;P1W;192;5
3883;D;5;P18W;P1W;193;5
3884;D;5;P18W;P1W;194;5
3885;D;5;P18W;P1W;195;5
3886;D;5;P18W;P1W;196;5
3887;D;5;P18W;P1W;197;5
3888;D;5;P18W;P1W;198;5
3889;D;5;P18W;P1W;199;5
3890;D;5;P18W;P1W;200;5
3891;D;5;P18W;P1W;201;5
3892;D;5;P18W;P1W;202;5
3893;D;5;P18W;P1W;203;5
3894;D;5;P18W;P1W;204;5
3895;D;5;P18W;P1W;205;5
3896;D;5;P18W;P1W;206;5
3897;D;5;P18W;P1W;207;5
3898;D;5;P18W;P1W;208;5
3899;D;5;P18W;P1W;209;5
3900;D;5;P18W;P1W;210;5
3901;D;5;P18W;P1W;211;5
3902;D;5;P18W;P1W;212;5
3903;D;5;P18W;P1W;213;5
3904;D;5;P18W;P1W;214;5
3905;D;5;P18W;P1W;215;5
3906;D;5;P18W;P1W;216;5
3907;D;5;P18W;P1W;217;5
3908;D;5;P18W;P1W;218;5
3909;D;5;P18W;P1W;219;5
3910;D;5;P18W;P1W;220;5
3911;D;5;P18W;P1W;221;5
3912;D;5;P18W;P1W;222;5
3913;D;5;P18W;P1W;223;5
3914;D;5;P18W;P1W;224;5
3915;D;5;P18W;P1W;225;5
3916;D;5;P18W;P1W;226;5
3917;D;5;P18W;P1W;227;5
3918;D;5;P18W;P1W;228;5
3919;D;5;P18W;P1W;229;5
3920;D;5;P18W;P1W;230;5
3921;D;5;P18W;P1W;231;5
3922;D;5;P18W;P1W;232;5
3923;D;5;P18W;P1W;233;5
3924;D;5;P18W;P1W;234;5
3925;D;5;P18W;P1W;235;5
3926;D;5;P18W;P1W;236;5
3927;D;5;P18W;P1W;237;5
3928;D;5;P18W;P1W;238;5
3929;D;5;P18W;P1W;239;5
3930;D;5;P18W;P1W;240;5
3931;D;5;P18W;P1W;241;5
3932;D;5;P18W;P1W;242;5
3933;D;5;P18W;P1W;243;5
3934;D;5;P18W;P1W;244;5
3935;D;5;P18W;P1W;245;5
3936;D;5;P18W;P1W;246;5
